token_urn	surface_form	normalized_form	reason
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	Plutarch, Pericles	Plutarch, Pericles	no_match_in_morph_dict
urn	urn:cite2:cex:fufolio.2026:plutarch_pericles	urn:cite2:cex:fufolio.2026:plutarch_pericles	no_match_in_morph_dict
license	CC Share Alike. For details, see more info.	CC Share Alike. For details, see more info.	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:	section/paragraph/token	section/paragraph/token	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:0.title.token3	Φάβιος	Φάβιος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:0.title.token4	Μάξιμος	Μάξιμος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:1.2.token14	φιλοθέαμον	φιλοθέαμον	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:1.5.token4	Ἀντισθένης	Ἀντισθένης	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:1.5.token10	Ἰσμηνίας	Ἰσμηνίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:2.1.token10	ῥᾳθυμίας	ῥᾳθυμίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:2.1.token32	Φειδίας	Φειδίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:2.1.token44	Ἀνακρέων	Ἀνακρέων	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:2.1.token48	Ἀρχίλοχος	Ἀρχίλοχος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:2.5.token20	Περικλέους	Περικλέους	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:2.5.token24	Φαβίου	Φαβίου	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:2.5.token25	Μαξίμου	Μαξίμου	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:2.5.token29	Ἀννίβαν	Ἀννίβαν	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:2.5.token40	μάλιστα	μάλιστα	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:3.1.token7	Ἀκαμαντίδης	Ἀκαμαντίδης	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:3.2.token1	Ξάνθιππος	Ξάνθιππος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:3.2.token6	Μυκάλῃ	Μυκάλῃ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:3.2.token11	Ἀγαρίστην	Ἀγαρίστην	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:3.2.token12	Κλεισθένους	Κλεισθένους	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:3.2.token17	Πεισιστρατίδας	Πεισιστρατίδας	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:3.3.token14	Περικλέα	Περικλέα	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:3.5.token6	Κρατῖνος	Κρατῖνος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:3.5.token18	μιγέντε	μιγέντε	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:3.6.token1	Τηλεκλείδης	Τηλεκλείδης	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:4.1.token8	Δάμωνα	Δάμωνα	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:4.1.token22	Ἀριστοτέλης	Ἀριστοτέλης	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:4.1.token25	Πυθοκλείδῃ	Πυθοκλείδῃ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:4.4.token26	Περικλέα	Περικλέα	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:4.5.token5	Ζήνωνος	Ζήνωνος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:4.5.token7	Ἐλεάτου	Ἐλεάτου	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:4.5.token13	Παρμενίδης	Παρμενίδης	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:4.5.token43	Ζήνωνος	Ζήνωνος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:4.6.token7	μάλιστα	μάλιστα	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:4.6.token26	Ἀναξαγόρας	Ἀναξαγόρας	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:4.6.token29	Κλαζομένιος	Κλαζομένιος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:4.6.token70	μεμειγμένοις	μεμειγμένοις	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:5.3.token13	Περικλέους	Περικλέους	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:5.3.token30	Κίμωνος	Κίμωνος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:5.3.token60	Περικλέους	Περικλέους	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:6.1.token6	Ἀναξαγόρου	Ἀναξαγόρου	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:6.2.token14	Λάμπωνα	Λάμπωνα	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:6.2.token42	Θουκυδίδου	Θουκυδίδου	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:6.2.token44	Περικλέους	Περικλέους	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:6.2.token59	Ἀναξαγόραν	Ἀναξαγόραν	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:6.2.token63	ἐπιδεῖξαι	ἐπιδεῖξαι	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:6.2.token79	συνωλισθηκότα	συνωλισθηκότα	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:6.3.token6	Ἀναξαγόραν	Ἀναξαγόραν	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg012.ziegler.tok:6.3.token15	Λάμπωνα	Λάμπωνα	no_match_in_morph_dict
