urn:cts:greekLit:tlg0019.tlg009.fu.sp:51.3.text.token.1	κᾆτι	ka)=|ti	κἆτι	ka)=ti	urn:cite2:hmt:lsj.chicago_md:n43266	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:51.3.text.token.2	ἔγωγε	e)/gwge	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---mn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:51.3.text.token.3	ἐξηγρόμην	e)chgro/mhn	ἐξεγείρω	e)cegei/rw	urn:cite2:hmt:lsj.chicago_md:n37043	v1saim---
