Αἰγεῖ	*ai)gei=	Αἰγίς	*ai)gi/s	urn:cite2:hmt:lsj.chicago_md:n2177	n-d---fn-
Αἰγεῖ	*ai)gei=	Αἰγίς	*ai)gi/s	urn:cite2:hmt:lsj.chicago_md:n2177	n-d---fv-
Αἰγεῖ	*ai)gei=	Αἰγίς	*ai)gi/s	urn:cite2:hmt:lsj.chicago_md:n2177	n-d---fa-
Αἰγεῖ	*ai)gei=	Αἰγίς	*ai)gi/s	urn:cite2:hmt:lsj.chicago_md:n2177	n-s---fd-
Αἰνίγματος	*ai)ni/gmatos	αἴνιγμα	ai)/nigma	urn:cite2:hmt:lsj.chicago_md:n2521	n-s---ng-
Αἱ	*ai(	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fn-
Αἱ	*ai(	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fv-
Αἴτιον	*ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---ma-
Αἴτιον	*ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---nn-
Αἴτιον	*ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---nv-
Αἴτιον	*ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---na-
Αἴτιον	*ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---ma-
Αἴτιον	*ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---fa-
Αἴτιον	*ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---nn-
Αἴτιον	*ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---nv-
Αἴτιον	*ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---na-
Αἴτιον	*ai)/tion	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v3piia---
Αἴτιον	*ai)/tion	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v1siia---
Αἵμων	*ai(/mwn	Αἵμων	*ai(/mwn	urn:cite2:hmt:lsj.chicago_md:n2503	n-s---mn-
Αἵμων	*ai(/mwn	Αἵμων	*ai(/mwn	urn:cite2:hmt:lsj.chicago_md:n2503	n-s---mv-
Αἵμων	*ai(/mwn	Αἷμος	*ai(=mos	urn:cite2:hmt:lsj.chicago_md:n2480	n-p---mg-
Αἵμων	*ai(/mwn	Αῖ̔μος	*ai=(mos	urn:cite2:hmt:lsj.chicago_md:n2480	n-p---mg-
Αἵμων	*ai(/mwn	αἵμων	ai(/mwn	urn:cite2:hmt:lsj.chicago_md:n2503	n-s---mn-
Αἵμων	*ai(/mwn	αἵμων	ai(/mwn	urn:cite2:hmt:lsj.chicago_md:n2503	n-s---mv-
Αἶψα	*ai)=ya	αἶψα	ai)=ya	urn:cite2:hmt:lsj.chicago_md:n2809	d--------
Αὐλίδι	*au)li/di	Αὐλίς	*au)li/s	urn:cite2:hmt:lsj.chicago_md:n17435	n-s---fd-
Αὐτόν	*au)to/n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---ma-
