urn:cts:greekLit:tlg0011.tlg007.fu.sp:1.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312400180
urn:cts:greekLit:tlg0011.tlg007.fu.sp:1.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312400181
urn:cts:greekLit:tlg0011.tlg007.fu.sp:1.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312400182
urn:cts:greekLit:tlg0011.tlg007.fu.sp:1.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312400183
urn:cts:greekLit:tlg0011.tlg007.fu.sp:1.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406370
urn:cts:greekLit:tlg0011.tlg007.fu.sp:1.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406371
urn:cts:greekLit:tlg0011.tlg007.fu.sp:1.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406372
urn:cts:greekLit:tlg0011.tlg007.fu.sp:1.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431715
urn:cts:greekLit:tlg0011.tlg007.fu.sp:1.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1256135545
urn:cts:greekLit:tlg0011.tlg007.fu.sp:1.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1256135546
urn:cts:greekLit:tlg0011.tlg007.fu.sp:1.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1256135547
urn:cts:greekLit:tlg0011.tlg007.fu.sp:1.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1256135548
urn:cts:greekLit:tlg0011.tlg007.fu.sp:1.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312448013
urn:cts:greekLit:tlg0011.tlg007.fu.sp:1.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T03124436632
urn:cts:greekLit:tlg0011.tlg007.fu.sp:1.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T03124436633
urn:cts:greekLit:tlg0011.tlg007.fu.sp:1.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T03124436634
