form	token_urn	expanded_form	presentation_form
Δωδωναῖ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:886.1.text.token2		Δωδωναῖ’
Μενέλα’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:550.1.text.token1		Μενέλα’
Τρῳάδ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:867.1.text.token4		Τρῳάδ’
Τρῳάδ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:970.1.text.token6		Τρῳάδ’
Φοῖβ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:900.1.text.token2		Φοῖβ’
αἰθέρ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:93.1.text.token2		αἰθέρ’
αἰῶν’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:1214.2.text.token2		αἰῶν’
αὔτ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:419.1.text.token6	αὔτε	αὔτε
βλέπουσ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:935.1.text.token1		βλέπουσ’
βουλόμεσθ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:1107.1.text.token3		βουλόμεσθ’
βούλοι’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:351.1.text.token1		βούλοι’
βέβηκ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:1061.1.text.token4		βέβηκ’
γλῶσσ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:643.1.text.token1		γλῶσσ’
γυναῖκ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:911.1.text.token3		γυναῖκ’
γυναῖκ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:969.1.text.token1		γυναῖκ’
γέγον’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:539.1.text.token4		γέγον’
γέροντ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:1207.1.text.token1		γέροντ’
γήμαιμ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:975.1.text.token1		γήμαιμ’
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:25.1.text.token6	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:244.1.text.token3	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:254.1.text.token4	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:385.1.text.token6	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:408.1.text.token4	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:444.1.text.token3	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:462.1.text.token4	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:471.1.text.token2	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:579.1.text.token4	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:584.1.text.token3	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:589.1.text.token2	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:657.1.text.token3	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:672.1.text.token5	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:677.1.text.token5	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:709.1.text.token7	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:909.1.text.token2	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:912.1.text.token2	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:916.1.text.token2	γε	γε
γ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:934.1.text.token8	γε	γε
δαίμον’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:98.1.text.token5		δαίμον’
δαίμον’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:974.1.text.token4		δαίμον’
δειμαίνουσ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:228.1.text.token5		δειμαίνουσ’
δεύτερ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:372.1.text.token5		δεύτερ’
δεῖμ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:868.1.text.token6		δεῖμ’
δεῦρ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:150.1.text.token3	δεῦρο	δεῦρο
δεῦρ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:582.1.text.token1	δεῦρο	δεῦρο
δεῦρ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:722.1.text.token4	δεῦρο	δεῦρο
δεῦρ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:747.1.text.token6	δεῦρο	δεῦρο
δεῦρ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:971.1.text.token4	δεῦρο	δεῦρο
δεῦρ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:1095.1.text.token1	δεῦρο	δεῦρο
διάδοχ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:743.1.text.token4		διάδοχ’
δι’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:710.1.text.token2	διά	διά
δι’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:1248.1.text.token2	διά	διά
δοκηθέντ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:1286.1.text.token3		δοκηθέντ’
δάι’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:826.1.text.token5		δάι’
δάμαρτ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:626.1.text.token6		δάμαρτ’
δέσποιν’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:56.1.text.token1		δέσποιν’
δέσποιν’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:232.1.text.token1		δέσποιν’
δίσσ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:909.1.text.token6		δίσσ’
δώμαθ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:593.1.text.token3		δώμαθ’
δώματ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:1049.1.text.token2		δώματ’
δῆτ’	urn:cts:greekLit:tlg0006.tlg006.fu.sp:404.1.text.token2	δῆτα	δῆτα
