κακῶς	kakw=s	κακός	kako/s	urn:cite2:hmt:lsj.chicago_md:n52332	d--------
ὦδελφίδιον	w)=delfi/dion	ἀδελφίδιον	a)delfi/dion	urn:cite2:hmt:lsj.chicago_md:n1196	n-s---mv-
