urn:cts:greekLit:tlg0011.tlg001.fu.sp:1.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403228
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403117
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403118
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403119
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403120
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403121
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403122
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403123
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403124
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406882
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406883
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403608
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430206
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010238
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409204
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409205
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409206
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409207
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409208
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409209
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312530541
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312530542
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312530543
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312530544
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312530545
urn:cts:greekLit:tlg0011.tlg001.fu.sp:265.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312530546
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260611T0155061316
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406488
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406489
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406490
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430597
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430738
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010269
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010270
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010271
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010272
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010273
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010274
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T03124436438
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T03124436439
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T03124436440
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405118
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430723
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T03124827391
urn:cts:greekLit:tlg0011.tlg001.fu.sp:266.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402444
urn:cts:greekLit:tlg0011.tlg001.fu.sp:267.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260611T0155061316
urn:cts:greekLit:tlg0011.tlg001.fu.sp:267.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401357
urn:cts:greekLit:tlg0011.tlg001.fu.sp:267.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430014
urn:cts:greekLit:tlg0011.tlg001.fu.sp:267.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430254
urn:cts:greekLit:tlg0011.tlg001.fu.sp:267.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431461
urn:cts:greekLit:tlg0011.tlg001.fu.sp:267.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401245
urn:cts:greekLit:tlg0011.tlg001.fu.sp:267.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401246
urn:cts:greekLit:tlg0011.tlg001.fu.sp:267.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401247
urn:cts:greekLit:tlg0011.tlg001.fu.sp:267.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401248
urn:cts:greekLit:tlg0011.tlg001.fu.sp:267.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407484
urn:cts:greekLit:tlg0011.tlg001.fu.sp:267.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010238
urn:cts:greekLit:tlg0011.tlg001.fu.sp:268.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260611T0155061316
urn:cts:greekLit:tlg0011.tlg001.fu.sp:268.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03125142973
urn:cts:greekLit:tlg0011.tlg001.fu.sp:268.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312530892
urn:cts:greekLit:tlg0011.tlg001.fu.sp:268.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312530893
urn:cts:greekLit:tlg0011.tlg001.fu.sp:268.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312512657
urn:cts:greekLit:tlg0011.tlg001.fu.sp:268.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430098
urn:cts:greekLit:tlg0011.tlg001.fu.sp:268.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03125138545
urn:cts:greekLit:tlg0011.tlg001.fu.sp:268.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409503
urn:cts:greekLit:tlg0011.tlg001.fu.sp:268.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409504
urn:cts:greekLit:tlg0011.tlg001.fu.sp:268.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409505
urn:cts:greekLit:tlg0011.tlg001.fu.sp:268.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409506
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260611T0155061316
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124843607
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312408320
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312400380
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010269
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010270
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010271
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010272
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010273
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010274
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409204
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409205
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409206
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409207
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409208
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409209
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407163
urn:cts:greekLit:tlg0011.tlg001.fu.sp:269.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430572
urn:cts:greekLit:tlg0011.tlg001.fu.sp:27.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401520
urn:cts:greekLit:tlg0011.tlg001.fu.sp:27.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401411
urn:cts:greekLit:tlg0011.tlg001.fu.sp:27.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430325
urn:cts:greekLit:tlg0011.tlg001.fu.sp:27.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430432
urn:cts:greekLit:tlg0011.tlg001.fu.sp:27.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402071
urn:cts:greekLit:tlg0011.tlg001.fu.sp:27.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312421207
urn:cts:greekLit:tlg0011.tlg001.fu.sp:27.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312421208
urn:cts:greekLit:tlg0011.tlg001.fu.sp:27.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312421209
urn:cts:greekLit:tlg0011.tlg001.fu.sp:27.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430977
urn:cts:greekLit:tlg0011.tlg001.fu.sp:27.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312400821
urn:cts:greekLit:tlg0011.tlg001.fu.sp:27.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430366
urn:cts:greekLit:tlg0011.tlg001.fu.sp:27.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260608T1833432273
urn:cts:greekLit:tlg0011.tlg001.fu.sp:27.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260611T01550649890
urn:cts:greekLit:tlg0011.tlg001.fu.sp:270.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260611T0155061316
urn:cts:greekLit:tlg0011.tlg001.fu.sp:270.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010238
urn:cts:greekLit:tlg0011.tlg001.fu.sp:270.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124847225
urn:cts:greekLit:tlg0011.tlg001.fu.sp:270.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124847226
urn:cts:greekLit:tlg0011.tlg001.fu.sp:270.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124847227
urn:cts:greekLit:tlg0011.tlg001.fu.sp:270.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124847228
urn:cts:greekLit:tlg0011.tlg001.fu.sp:270.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124847229
urn:cts:greekLit:tlg0011.tlg001.fu.sp:270.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124847230
urn:cts:greekLit:tlg0011.tlg001.fu.sp:270.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T10373751740
urn:cts:greekLit:tlg0011.tlg001.fu.sp:270.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312400400
urn:cts:greekLit:tlg0011.tlg001.fu.sp:271.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260611T0155061316
urn:cts:greekLit:tlg0011.tlg001.fu.sp:271.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405118
urn:cts:greekLit:tlg0011.tlg001.fu.sp:271.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430723
urn:cts:greekLit:tlg0011.tlg001.fu.sp:271.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312519096
urn:cts:greekLit:tlg0011.tlg001.fu.sp:271.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312424294
urn:cts:greekLit:tlg0011.tlg001.fu.sp:271.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312424295
urn:cts:greekLit:tlg0011.tlg001.fu.sp:271.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124422712
urn:cts:greekLit:tlg0011.tlg001.fu.sp:271.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124422713
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260611T0155061316
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312422520
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312400380
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T03125311133
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T03125311134
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T03125311135
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260610T1256131514
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401357
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430014
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430254
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431461
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403790
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403791
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403792
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403793
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403794
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403795
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403796
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403797
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403798
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403799
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403800
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403801
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403802
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403803
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403804
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403805
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403806
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403807
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403808
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403809
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403810
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403811
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403812
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403813
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403814
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403815
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403816
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403817
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403818
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403819
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403820
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403821
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403822
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403823
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403824
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403825
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403826
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403827
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403828
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403829
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403830
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403831
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403832
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403833
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403834
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403835
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403836
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403837
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403838
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403839
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403840
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403841
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403842
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403843
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403844
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403845
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403846
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403847
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403848
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403849
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403850
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403851
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403852
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403853
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403854
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403855
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403856
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403857
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403858
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403859
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403860
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403861
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403862
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403863
urn:cts:greekLit:tlg0011.tlg001.fu.sp:272.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403864
