’	'	ἒ	e)\	x--------
Αἰαντίδην	*ai)anti/dhn	Αἰαντίδης	*ai)anti/dhs	n-s---ma-
Αἰαντίδῃ	*ai)anti/dh|	Αἰαντίδης	*ai)anti/dhs	n-s---md-
Αἰγαίῳ	*ai)gai/w|	Αἰγαῖος	*ai)gai=os	a-s---md-
Αἰγαίῳ	*ai)gai/w|	Αἰγαῖος	*ai)gai=os	a-s---nd-
Αἰγαῖον	*ai)gai=on	Αἰγαῖος	*ai)gai=os	a-s---ma-
Αἰγαῖον	*ai)gai=on	Αἰγαῖος	*ai)gai=os	a-s---nn-
Αἰγαῖον	*ai)gai=on	Αἰγαῖος	*ai)gai=os	a-s---nv-
Αἰγαῖον	*ai)gai=on	Αἰγαῖος	*ai)gai=os	a-s---na-
Αἰγιναίαν	*ai)ginai/an	Αἰγιναίη	*ai)ginai/h	n-s---fa-
Αἰγιναίαν	*ai)ginai/an	Αἰγιναῖος	*ai)ginai=os	a-s---fa-
Αἰγιναίους	*ai)ginai/ous	Αἰγιναῖος	*ai)ginai=os	a-p---ma-
Αἰγινητῶν	*ai)ginhtw=n	Αἰγινήτης	*ai)ginh/ths	n-p---mg-
Αἰγινήταις	*ai)ginh/tais	Αἰγινήτης	*ai)ginh/ths	n-p---md-
Αἰγινήτας	*ai)ginh/tas	Αἰγινήτης	*ai)ginh/ths	n-p---ma-
Αἰγινήτας	*ai)ginh/tas	Αἰγινήτης	*ai)ginh/ths	n-s---mn-
Αἰγινῆται	*ai)ginh=tai	Αἰγινήτης	*ai)ginh/ths	n-p---mn-
Αἰγινῆται	*ai)ginh=tai	Αἰγινήτης	*ai)ginh/ths	n-p---mv-
Αἰγινῆταί	*ai)ginh=tai/	Αἰγινήτης	*ai)ginh/ths	n-p---mn-
Αἰγινῆταί	*ai)ginh=tai/	Αἰγινήτης	*ai)ginh/ths	n-p---mv-
Αἰγιτίου	*ai)giti/ou	Αἰγίτιον	*ai)gi/tion	n-s---ng-
Αἰγυπτίους	*ai)gupti/ous	Αἰγύπτιος	*ai)gu/ptios	a-p---ma-
Αἰγυπτίους	*ai)gupti/ous	Αἰγυπτιόω	*ai)guptio/w	v2siia---
Αἰγυπτίων	*ai)gupti/wn	Αἰγύπτιος	*ai)gu/ptios	a-p---fg-
Αἰγυπτίων	*ai)gupti/wn	Αἰγύπτιος	*ai)gu/ptios	a-p---mg-
Αἰγυπτίων	*ai)gupti/wn	Αἰγύπτιος	*ai)gu/ptios	a-p---ng-
Αἰγυπτίων	*ai)gupti/wn	Αἰγυπτιόω	*ai)guptio/w	v3piia---
Αἰγυπτίων	*ai)gupti/wn	Αἰγυπτιόω	*ai)guptio/w	v1siia---
Αἰγάλεων	*ai)ga/lewn	Αἰγάλευς	*ai)ga/leus	n-p---mg-
Αἰγίνης	*ai)gi/nhs	Αἴγινα	*ai)/gina	n-s---fg-
Αἰγίνης	*ai)gi/nhs	αἰγίνη	ai)gi/nh	n-s---fg-
Αἰγίνῃ	*ai)gi/nh|	Αἴγινα	*ai)/gina	n-s---fd-
Αἰγίνῃ	*ai)gi/nh|	αἰγίνη	ai)gi/nh	n-s---fd-
Αἰγίτιον	*ai)gi/tion	Αἰγίτιον	*ai)gi/tion	n-s---nn-
Αἰγίτιον	*ai)gi/tion	Αἰγίτιον	*ai)gi/tion	n-s---nv-
Αἰγίτιον	*ai)gi/tion	Αἰγίτιον	*ai)gi/tion	n-s---na-
Αἰγύπτιοι	*ai)gu/ptioi	Αἰγύπτιος	*ai)gu/ptios	a-p---mn-
Αἰγύπτιοι	*ai)gu/ptioi	Αἰγύπτιος	*ai)gu/ptios	a-p---mv-
Αἰγύπτου	*ai)gu/ptou	Αἴγυπτος	*ai)/guptos	n-s---fg-
Αἰγύπτου	*ai)gu/ptou	Αἴγυπτος	*ai)/guptos	n-s---mg-
Αἰγύπτῳ	*ai)gu/ptw|	Αἴγυπτος	*ai)/guptos	n-s---fd-
Αἰγύπτῳ	*ai)gu/ptw|	Αἴγυπτος	*ai)/guptos	n-s---md-
Αἰειμνήστου	*ai)eimnh/stou	Αἰείμνηστος	*ai)ei/mnhstos	n-s---mg-
Αἰειμνήστου	*ai)eimnh/stou	ἀείμνηστος	a)ei/mnhstos	n-s---mg-
Αἰειμνήστου	*ai)eimnh/stou	ἀείμνηστος	a)ei/mnhstos	n-s---fg-
Αἰειμνήστου	*ai)eimnh/stou	ἀείμνηστος	a)ei/mnhstos	n-s---ng-
Αἰθαιῆς	*ai)qaih=s	Αἰθαιεύς	*ai)qaieu/s	n-p---mn-
Αἰθαιῆς	*ai)qaih=s	Αἰθαιεύς	*ai)qaieu/s	n-p---mn-
Αἰθαιῆς	*ai)qaih=s	Αἰθαιεύς	*ai)qaieu/s	n-p---mv-
Αἰθαιῆς	*ai)qaih=s	Αἰθαιός	*ai)qaio/s	a-s---fg-
Αἰθιοπίας	*ai)qiopi/as	Αἰθιόπιος	*ai)qio/pios	a-p---fa-
Αἰθιοπίας	*ai)qiopi/as	Αἰθιόπιος	*ai)qio/pios	a-s---fg-
Αἰθιοπίας	*ai)qiopi/as	Αἰθιοπία	*ai)qiopi/a	n-p---fa-
Αἰθιοπίας	*ai)qiopi/as	Αἰθιοπία	*ai)qiopi/a	n-s---fg-
Αἰνησίου	*ai)nhsi/ou	Αἰνησίας	*ai)nhsi/as	n-s---mg-
Αἰνιᾶνας	*ai)nia=nas	Αἰνιάν-πλ	*ai)nia/n-pl	n-p---ma-
Αἰνέας	*ai)ne/as	Αἰνείας	*ai)nei/as	n-s---mn-
Αἰολεῦσι	*ai)oleu=si	Αἰολεύς	*ai)oleu/s	n-p---md-
Αἰολεῦσι	*ai)oleu=si	αἰολέω	ai)ole/w	v-pppamd-
Αἰολεῦσι	*ai)oleu=si	αἰολέω	ai)ole/w	v-pppand-
Αἰολεῦσι	*ai)oleu=si	αἰολέω	ai)ole/w	v3ppia---
Αἰολεῦσιν	*ai)oleu=sin	Αἰολεύς	*ai)oleu/s	n-p---md-
Αἰολεῦσιν	*ai)oleu=sin	αἰολέω	ai)ole/w	v-pppamd-
Αἰολεῦσιν	*ai)oleu=sin	αἰολέω	ai)ole/w	v-pppand-
Αἰολεῦσιν	*ai)oleu=sin	αἰολέω	ai)ole/w	v3ppia---
Αἰολικά	*ai)olika/	Αἰολικός	*ai)oliko/s	a-p---nn-
Αἰολικά	*ai)olika/	Αἰολικός	*ai)oliko/s	a-p---nv-
Αἰολικά	*ai)olika/	Αἰολικός	*ai)oliko/s	a-p---na-
Αἰολικά	*ai)olika/	Αἰολικός	*ai)oliko/s	a-d---fn-
Αἰολικά	*ai)olika/	Αἰολικός	*ai)oliko/s	a-d---fv-
Αἰολικά	*ai)olika/	Αἰολικός	*ai)oliko/s	a-d---fa-
Αἰολικά	*ai)olika/	Αἰολικός	*ai)oliko/s	a-s---fn-
Αἰολικά	*ai)olika/	Αἰολικός	*ai)oliko/s	a-s---fv-
Αἰολάδου	*ai)ola/dou	Αἰολάδης	*ai)ola/dhs	n-s---mg-
Αἰολίδα	*ai)oli/da	Αἰολεύς	*ai)oleu/s	n-s---fa-
Αἰολίδα	*ai)oli/da	Αἰολίδης	*ai)oli/dhs	n-s---mv-
Αἰολίδα	*ai)oli/da	Αἰολίδης	*ai)oli/dhs	n-s---mg-
Αἰολίδα	*ai)oli/da	Αἰολίδης	*ai)oli/dhs	n-s---mn-
Αἰολίδα	*ai)oli/da	Αἰολίς	*ai)oli/s	n-s---fa-
Αἰολῆς	*ai)olh=s	Αἰολεύς	*ai)oleu/s	n-p---mn-
Αἰολῆς	*ai)olh=s	Αἰολεύς	*ai)oleu/s	n-p---mn-
Αἰολῆς	*ai)olh=s	Αἰολεύς	*ai)oleu/s	n-p---mv-
Αἰολῆς	*ai)olh=s	αἰολέω	ai)ole/w	v2spia---
Αἰσιμίδης	*ai)simi/dhs	Αἰσιμίδης	*ai)simi/dhs	n-s---mn-
Αἰτωλικοῦ	*ai)twlikou=	Αἰτωλικός	*ai)twliko/s	a-s---mg-
Αἰτωλικοῦ	*ai)twlikou=	Αἰτωλικός	*ai)twliko/s	a-s---ng-
Αἰτωλοί	*ai)twloi/	Αἰτωλός	*ai)twlo/s	a-p---mn-
Αἰτωλοί	*ai)twloi/	Αἰτωλός	*ai)twlo/s	a-p---mv-
Αἰτωλοί	*ai)twloi/	Αἰτωλοί	*ai)twloi/	n-p---mn-
Αἰτωλοί	*ai)twloi/	Αἰτωλοί	*ai)twloi/	n-p---mv-
Αἰτωλούς	*ai)twlou/s	Αἰτωλός	*ai)twlo/s	a-p---ma-
Αἰτωλούς	*ai)twlou/s	Αἰτωλοί	*ai)twloi/	n-p---ma-
Αἰτωλοῖς	*ai)twloi=s	Αἰτωλός	*ai)twlo/s	a-p---md-
Αἰτωλοῖς	*ai)twloi=s	Αἰτωλός	*ai)twlo/s	a-p---nd-
Αἰτωλοῖς	*ai)twloi=s	Αἰτωλοί	*ai)twloi/	n-p---md-
Αἰτωλίαν	*ai)twli/an	Αἰτώλιος	*ai)tw/lios	a-s---fa-
Αἰτωλίαν	*ai)twli/an	Αἰτωλία	*ai)twli/a	n-s---fa-
Αἰτωλίαν	*ai)twli/an	Αἰτωλίη	*ai)twli/h	n-s---fa-
Αἰτωλίας	*ai)twli/as	Αἰτώλιος	*ai)tw/lios	a-p---fa-
Αἰτωλίας	*ai)twli/as	Αἰτώλιος	*ai)tw/lios	a-s---fg-
Αἰτωλίας	*ai)twli/as	Αἰτωλία	*ai)twli/a	n-p---fa-
Αἰτωλίας	*ai)twli/as	Αἰτωλία	*ai)twli/a	n-s---fg-
Αἰτωλίας	*ai)twli/as	Αἰτωλίη	*ai)twli/h	n-p---fa-
Αἰτωλίας	*ai)twli/as	Αἰτωλίη	*ai)twli/h	n-s---fg-
Αἰτωλῶν	*ai)twlw=n	Αἰτωλός	*ai)twlo/s	a-p---fg-
Αἰτωλῶν	*ai)twlw=n	Αἰτωλός	*ai)twlo/s	a-p---mg-
Αἰτωλῶν	*ai)twlw=n	Αἰτωλός	*ai)twlo/s	a-p---ng-
Αἰτωλῶν	*ai)twlw=n	Αἰτωλοί	*ai)twloi/	n-p---mg-
Αἰόλου	*ai)o/lou	Αἴολος	*ai)/olos	n-s---mg-
Αἰόλου	*ai)o/lou	αἰόλος	ai)o/los	a-s---mg-
Αἰόλου	*ai)o/lou	αἰόλος	ai)o/los	a-s---ng-
Αἱράς	*ai(ra/s	Ἐραί	*)erai/	n-p---fa-
Αἴγιναν	*ai)/ginan	Αἴγινα	*ai)/gina	n-s---fa-
Αἴγυπτον	*ai)/gupton	Αἴγυπτος	*ai)/guptos	n-s---fa-
Αἴγυπτον	*ai)/gupton	Αἴγυπτος	*ai)/guptos	n-s---ma-
Αἴγυπτος	*ai)/guptos	Αἴγυπτος	*ai)/guptos	n-s---fn-
Αἴγυπτος	*ai)/guptos	Αἴγυπτος	*ai)/guptos	n-s---mn-
Αἴνιοι	*ai)/nioi	Αἴνιοσ-πλ	*ai)/nios-pl	n-p---mn-
Αἴνιοι	*ai)/nioi	Αἴνιοσ-πλ	*ai)/nios-pl	n-p---mv-
Αἴνου	*ai)/nou	Αἶνος	*ai)=nos	n-s---mg-
Αἴνου	*ai)/nou	Αῖ̓νος	*ai=)nos	n-s---mg-
Αἴνου	*ai)/nou	αἶνος	ai)=nos	n-s---mg-
Αἴσωνα	*ai)/swna	Αἴσωνα	*ai)/swna	n-s---fn-
Αἴσωνα	*ai)/swna	Αἴσωνα	*ai)/swna	n-s---fv-
Αἴτνης	*ai)/tnhs	Αἰ̈τνη	*ai)+tnh	n-s---fg-
Αἴτνης	*ai)/tnhs	Αἴτνη	*ai)/tnh	n-s---fg-
Αἴτνῃ	*ai)/tnh|	Αἰ̈τνη	*ai)+tnh	n-s---fd-
Αἴτνῃ	*ai)/tnh|	Αἴτνη	*ai)/tnh	n-s---fd-
Αἵμου	*ai(/mou	Αἷμος	*ai(=mos	n-s---mg-
Αἵμου	*ai(/mou	Αῖ̔μος	*ai=(mos	n-s---mg-
Αἷμον	*ai(=mon	Αἵμων	*ai(/mwn	n-s---mv-
Αἷμον	*ai(=mon	Αἷμος	*ai(=mos	n-s---ma-
Αἷμον	*ai(=mon	Αῖ̔μος	*ai=(mos	n-s---ma-
Αἷμον	*ai(=mon	αἵμων	ai(/mwn	n-s---mv-
Αὐλῶνα	*au)lw=na	Αὐλών	*au)lw/n	n-s---ma-
Αὐλῶνα	*au)lw=na	αὐλών	au)lw/n	n-s---ma-
Αὐτοκλῆς	*au)toklh=s	Αὐτοκλῆς	*au)toklh=s	n-s---mn-
Αὐτοχαρίδας	*au)toxari/das	Αὐτοχαρίδας	*au)toxari/das	n-s---mn-
Βασιλέως	*basile/ws	Βασιλίς	*basili/s	n-s---fg-
Βασιλέως	*basile/ws	βασιλεύς	basileu/s	n-s---mg-
Βασιλέως	*basile/ws	βασιλεύς	basileu/s	n-s---mg-
Βασιλέως	*basile/ws	βασιλεύς	basileu/s	n-s---mn-
Βιθυνῶν	*biqunw=n	Βιθυνοί	*biqunoi/	n-p---mg-
Βισαλτικόν	*bisaltiko/n	Βισαλτία	*bisalti/a	a-s---ma-
Βισαλτικόν	*bisaltiko/n	Βισαλτία	*bisalti/a	a-s---nn-
Βισαλτικόν	*bisaltiko/n	Βισαλτία	*bisalti/a	a-s---nv-
Βισαλτικόν	*bisaltiko/n	Βισαλτία	*bisalti/a	a-s---na-
Βισαλτίαν	*bisalti/an	Βισαλτία	*bisalti/a	n-s---fa-
Βισαλτίαν	*bisalti/an	Βισαλτίη	*bisalti/h	n-s---fa-
Βοιωτοί	*boiwtoi/	Βοιωτός	*boiwto/s	n-p---mn-
Βοιωτοί	*boiwtoi/	Βοιωτός	*boiwto/s	n-p---mv-
Βοιωτούς	*boiwtou/s	Βοιωτός	*boiwto/s	n-p---ma-
Βοιωτοῖς	*boiwtoi=s	Βοιωτός	*boiwto/s	n-p---md-
Βοιωτία	*boiwti/a	Βοιώτιος	*boiw/tios	a-d---fn-
Βοιωτία	*boiwti/a	Βοιώτιος	*boiw/tios	a-d---fv-
Βοιωτία	*boiwti/a	Βοιώτιος	*boiw/tios	a-d---fa-
Βοιωτία	*boiwti/a	Βοιώτιος	*boiw/tios	a-s---fn-
Βοιωτία	*boiwti/a	Βοιώτιος	*boiw/tios	a-s---fv-
Βοιωτία	*boiwti/a	Βοιωτία	*boiwti/a	n-d---fn-
Βοιωτία	*boiwti/a	Βοιωτία	*boiwti/a	n-d---fv-
Βοιωτία	*boiwti/a	Βοιωτία	*boiwti/a	n-d---fa-
Βοιωτία	*boiwti/a	Βοιωτία	*boiwti/a	n-s---fn-
Βοιωτία	*boiwti/a	Βοιωτία	*boiwti/a	n-s---fv-
Βοιωτίαν	*boiwti/an	Βοιώτιος	*boiw/tios	a-s---fa-
Βοιωτίαν	*boiwti/an	Βοιωτία	*boiwti/a	n-s---fa-
Βοιωτίας	*boiwti/as	Βοιώτιος	*boiw/tios	a-p---fa-
Βοιωτίας	*boiwti/as	Βοιώτιος	*boiw/tios	a-s---fg-
Βοιωτίας	*boiwti/as	Βοιωτία	*boiwti/a	n-p---fa-
Βοιωτίας	*boiwti/as	Βοιωτία	*boiwti/a	n-s---fg-
Βοιωτίᾳ	*boiwti/a|	Βοιώτιος	*boiw/tios	a-s---fd-
Βοιωτίᾳ	*boiwti/a|	Βοιωτία	*boiwti/a	n-p---fn-
Βοιωτίᾳ	*boiwti/a|	Βοιωτία	*boiwti/a	n-p---fv-
Βοιωτίᾳ	*boiwti/a|	Βοιωτία	*boiwti/a	n-s---fd-
Βοιωτίῳ	*boiwti/w|	Βοιώτιος	*boiw/tios	a-s---md-
Βοιωτίῳ	*boiwti/w|	Βοιώτιος	*boiw/tios	a-s---nd-
Βοιωτῶν	*boiwtw=n	Βοιωτός	*boiwto/s	n-p---mg-
Βοιωτῷ	*boiwtw=|	Βοιωτός	*boiwto/s	n-s---md-
Βοιόν	*boio/n	Βοιός	*boio/s	n-s---ma-
Βοιόν	*boio/n	Βοιός	*boio/s	n-s---nn-
Βοιόν	*boio/n	Βοιός	*boio/s	n-s---nv-
Βοιόν	*boio/n	Βοιός	*boio/s	n-s---na-
Βοιόν	*boio/n	βοιόν	boio/n	n-s---nn-
Βοιόν	*boio/n	βοιόν	boio/n	n-s---nv-
Βοιόν	*boio/n	βοιόν	boio/n	n-s---na-
Βοιώτια	*boiw/tia	Βοιώτιος	*boiw/tios	a-p---nn-
Βοιώτια	*boiw/tia	Βοιώτιος	*boiw/tios	a-p---nv-
Βοιώτια	*boiw/tia	Βοιώτιος	*boiw/tios	a-p---na-
Βοιώτιον	*boiw/tion	Βοιώτιος	*boiw/tios	a-s---ma-
Βοιώτιον	*boiw/tion	Βοιώτιος	*boiw/tios	a-s---nn-
Βοιώτιον	*boiw/tion	Βοιώτιος	*boiw/tios	a-s---nv-
Βοιώτιον	*boiw/tion	Βοιώτιος	*boiw/tios	a-s---na-
Βοριάδην	*boria/dhn	Βοριάδης	*boria/dhs	n-s---ma-
Βοττιαίαν	*bottiai/an	Βοττιαῖος	*bottiai=os	a-s---fa-
Βοττιαίοις	*bottiai/ois	Βοττιαῖος	*bottiai=os	a-p---md-
Βοττιαίοις	*bottiai/ois	Βοττιαῖος	*bottiai=os	a-p---nd-
Βοττιαίους	*bottiai/ous	Βοττιαῖος	*bottiai=os	a-p---ma-
Βοττιαίων	*bottiai/wn	Βοττιαῖος	*bottiai=os	a-p---fg-
Βοττιαίων	*bottiai/wn	Βοττιαῖος	*bottiai=os	a-p---mg-
Βοττιαίων	*bottiai/wn	Βοττιαῖος	*bottiai=os	a-p---ng-
Βοττιαῖοι	*bottiai=oi	Βοττιαῖος	*bottiai=os	a-p---mn-
Βοττιαῖοι	*bottiai=oi	Βοττιαῖος	*bottiai=os	a-p---mv-
Βοττικήν	*bottikh/n	Βοττική	*bottikh/	n-s---fa-
Βοττίας	*botti/as	Βοττίη	*botti/h	n-p---fa-
Βοττίας	*botti/as	Βοττίη	*botti/h	n-s---fg-
Βουδόρου	*boudo/rou	Βούδορον	*bou/doron	n-s---ng-
Βουδόρου	*boudo/rou	βουδόρος	boudo/ros	n-s---mg-
Βουδόρου	*boudo/rou	βουδόρος	boudo/ros	n-s---fg-
Βουδόρου	*boudo/rou	βουδόρος	boudo/ros	n-s---ng-
Βουκολιῶνα	*boukoliw=na	Βουκολιών	*boukoliw/n	n-s---fa-
Βουφράδος	*boufra/dos	Βουφράς	*boufra/s	n-s---fg-
Βρασιδείοις	*brasidei/ois	Βρασίδης	*brasi/dhs	a-p---md-
Βρασιδείοις	*brasidei/ois	Βρασίδης	*brasi/dhs	a-p---nd-
Βρασιδείους	*brasidei/ous	Βρασίδης	*brasi/dhs	a-p---ma-
Βρασίδαν	*brasi/dan	Βρασίδας	*brasi/das	n-s---ma-
Βρασίδας	*brasi/das	Βρασίδας	*brasi/das	n-p---ma-
Βρασίδας	*brasi/das	Βρασίδας	*brasi/das	n-s---mn-
Βρασίδειοι	*brasi/deioi	Βρασίδης	*brasi/dhs	a-p---mn-
Βρασίδειοι	*brasi/deioi	Βρασίδης	*brasi/dhs	a-p---mv-
Βρασίδου	*brasi/dou	Βρασίδας	*brasi/das	n-s---mg-
Βρασίδᾳ	*brasi/da|	Βρασίδας	*brasi/das	n-s---md-
Βρικιννίας	*brikinni/as	Βρικιννίαι	*brikinni/ai	n-p---fa-
Βριλησσοῦ	*brilhssou=	Βριλησσός	*brilhsso/s	n-s---mg-
Βρομεροῦ	*bromerou=	Βρομερός	*bromero/s	n-s---mg-
Βυζαντίου	*buzanti/ou	Βυζάντιος	*buza/ntios	a-s---mg-
Βυζαντίου	*buzanti/ou	Βυζάντιος	*buza/ntios	a-s---ng-
Βυζαντίου	*buzanti/ou	Βυζάντιος	*buza/ntios	n-s---ng-
Βυζάντιοι	*buza/ntioi	Βυζάντιος	*buza/ntios	a-p---mn-
Βυζάντιοι	*buza/ntioi	Βυζάντιος	*buza/ntios	a-p---mv-
Βυζάντιον	*buza/ntion	Βυζάντιος	*buza/ntios	a-s---ma-
Βυζάντιον	*buza/ntion	Βυζάντιος	*buza/ntios	a-s---nn-
Βυζάντιον	*buza/ntion	Βυζάντιος	*buza/ntios	a-s---nv-
Βυζάντιον	*buza/ntion	Βυζάντιος	*buza/ntios	a-s---na-
Βυζάντιον	*buza/ntion	Βυζάντιος	*buza/ntios	n-s---nn-
Βυζάντιον	*buza/ntion	Βυζάντιος	*buza/ntios	n-s---nv-
Βυζάντιον	*buza/ntion	Βυζάντιος	*buza/ntios	n-s---na-
Βωμιῆς	*bwmih=s	Βωμοί	*bwmoi/	n-p---mn-
Βωμιῆς	*bwmih=s	Βωμοί	*bwmoi/	n-p---mn-
Βωμιῆς	*bwmih=s	Βωμοί	*bwmoi/	n-p---mv-
Βάττος	*ba/ttos	Βάττος	*ba/ttos	n-s---mn-
Βάττος	*ba/ttos	βάττος	ba/ttos	n-s---mn-
Βέροιαν	*be/roian	Βεροία	*beroi/a	n-s---fa-
Βόλβη	*bo/lbh	Βόλβη	*bo/lbh	n-s---fn-
Βόλβη	*bo/lbh	Βόλβη	*bo/lbh	n-s---fv-
Βόλβη	*bo/lbh	βόλβα	bo/lba	n-s---fn-
Βόλβη	*bo/lbh	βόλβα	bo/lba	n-s---fv-
Βόλβην	*bo/lbhn	Βόλβη	*bo/lbh	n-s---fa-
Βόλβην	*bo/lbhn	βόλβα	bo/lba	n-s---fa-
Γαληψός	*galhyo/s	Γαληψός	*galhyo/s	n-s---fn-
Γαληψός	*galhyo/s	Γαληψός	*galhyo/s	n-s---mn-
Γαυλίτην	*gauli/thn	Γαυλίτης	*gauli/ths	n-s---ma-
Γελεᾶτιν	*gelea=tin	Γελεᾶτις	*gelea=tis	a-s---ma-
Γελεᾶτιν	*gelea=tin	Γελεᾶτις	*gelea=tis	a-s---fa-
Γελῴοις	*gelw/|ois	Γελῷος	*gelw=|os	a-p---md-
Γελῴοις	*gelw/|ois	Γελῷος	*gelw=|os	a-p---nd-
Γελῴων	*gelw/|wn	Γελῷος	*gelw=|os	a-p---fg-
Γελῴων	*gelw/|wn	Γελῷος	*gelw=|os	a-p---mg-
Γελῴων	*gelw/|wn	Γελῷος	*gelw=|os	a-p---ng-
Γελῷοι	*gelw=|oi	Γελῷος	*gelw=|os	a-p---mn-
Γελῷοι	*gelw=|oi	Γελῷος	*gelw=|os	a-p---mv-
Γεραιστόν	*geraisto/n	Γεραιστός	*geraisto/s	n-s---ma-
Γερανεία	*geranei/a	Γερανεία	*geranei/a	n-d---fn-
Γερανεία	*geranei/a	Γερανεία	*geranei/a	n-d---fv-
Γερανεία	*geranei/a	Γερανεία	*geranei/a	n-d---fa-
Γερανεία	*geranei/a	Γερανείη	*geranei/h	n-d---fn-
Γερανεία	*geranei/a	Γερανείη	*geranei/h	n-d---fv-
Γερανεία	*geranei/a	Γερανείη	*geranei/h	n-d---fa-
Γερανεία	*geranei/a	Γερανείη	*geranei/h	n-s---fn-
Γερανεία	*geranei/a	Γερανείη	*geranei/h	n-s---fv-
Γερανείας	*geranei/as	Γερανεία	*geranei/a	n-p---fa-
Γερανείας	*geranei/as	Γερανεία	*geranei/a	n-s---fg-
Γερανείας	*geranei/as	Γερανείη	*geranei/h	n-p---fa-
Γερανείας	*geranei/as	Γερανείη	*geranei/h	n-s---fg-
Γερανείᾳ	*geranei/a|	Γερανεία	*geranei/a	n-s---fd-
Γερανείᾳ	*geranei/a|	Γερανείη	*geranei/h	n-s---fd-
Γεραστίου	*gerasti/ou	Γεράστιος	*gera/stios	n-s---mg-
Γλαύκων	*glau/kwn	Γλαύκων	*glau/kwn	n-s---mn-
Γλαύκων	*glau/kwn	Γλαύκων	*glau/kwn	n-s---mv-
Γλαύκων	*glau/kwn	γλαύξ	glau/c	n-p---fg-
Γλαύκων	*glau/kwn	γλαύξ	glau/c	n-p---fg-
Γλαύκων	*glau/kwn	γλαῦκος	glau=kos	n-p---mg-
Γλαύκων	*glau/kwn	γλαυκόω	glauko/w	v3piia---
Γλαύκων	*glau/kwn	γλαυκόω	glauko/w	v1siia---
Γλαύκῃ	*glau/kh|	Γλαύκη	*glau/kh	n-s---fd-
Γογγύλος	*goggu/los	Γογγύλος	*goggu/los	n-s---mn-
Γογγύλος	*goggu/los	γογγύλος	goggu/los	a-s---mn-
Γογγύλου	*goggu/lou	Γόγγυλος	*go/ggulos	n-s---mg-
Γογγύλου	*goggu/lou	Γογγύλος	*goggu/los	n-s---mg-
Γογγύλου	*goggu/lou	γόγγυλος	go/ggulos	n-s---mg-
Γογγύλου	*goggu/lou	γογγύλος	goggu/los	a-s---mg-
Γογγύλου	*goggu/lou	γογγύλος	goggu/los	a-s---ng-
Γορτυνίαν	*gortuni/an	Γορτύνιος	*gortu/nios	a-s---fa-
Γορτυνίαν	*gortuni/an	Γορτυνίη	*gortuni/h	n-s---fa-
Γορτύνιος	*gortu/nios	Γορτύνιος	*gortu/nios	a-s---mn-
Γραϊκήν	*grai+kh/n	Γραϊκός	*grai+ko/s	a-s---fa-
Γραϊκῆς	*grai+kh=s	Γραϊκός	*grai+ko/s	a-s---fg-
Γυλίππου	*guli/ppou	Γύλιππος	*gu/lippos	n-s---mg-
Γυλίππῳ	*guli/ppw|	Γύλιππος	*gu/lippos	n-s---md-
Γυρτώνιοι	*gurtw/nioi	Γυρτώνιος	*gurtw/nios	a-p---mn-
Γυρτώνιοι	*gurtw/nioi	Γυρτώνιος	*gurtw/nios	a-p---mv-
Γέλα	*ge/la	Γέλα	*ge/la	n-d---fn-
Γέλα	*ge/la	Γέλα	*ge/la	n-d---fv-
Γέλα	*ge/la	Γέλα	*ge/la	n-d---fa-
Γέλα	*ge/la	Γέλα	*ge/la	n-s---fn-
Γέλα	*ge/la	Γέλα	*ge/la	n-s---fv-
Γέλα	*ge/la	γελάω	gela/w	v2spma---
Γέλα	*ge/la	γελάω	gela/w	v3siia---
Γέλαν	*ge/lan	Γέλα	*ge/la	n-s---fa-
Γέλαν	*ge/lan	γελάω	gela/w	v3piia---
Γέλαν	*ge/lan	γελάω	gela/w	v1siia---
Γέλας	*ge/las	Γέλα	*ge/la	n-p---fa-
Γέλας	*ge/las	Γέλα	*ge/la	n-s---fg-
Γέλας	*ge/las	γελάω	gela/w	v2siia---
Γέλωνος	*ge/lwnos	Γέλων	*ge/lwn	n-s---mg-
Γέλᾳ	*ge/la|	Γέλα	*ge/la	n-p---fn-
Γέλᾳ	*ge/la|	Γέλα	*ge/la	n-p---fv-
Γέλᾳ	*ge/la|	Γέλα	*ge/la	n-s---fd-
Γέται	*ge/tai	Γέται	*ge/tai	n-p---mn-
Γέται	*ge/tai	Γέται	*ge/tai	n-p---mv-
Γέτας	*ge/tas	Γέται	*ge/tai	n-p---ma-
Γίγωνον	*gi/gwnon	Γίγωνος	*gi/gwnos	n-s---ma-
Γόγγυλον	*go/ggulon	Γόγγυλος	*go/ggulos	n-s---ma-
Γόγγυλον	*go/ggulon	γόγγυλος	go/ggulos	n-s---ma-
Γύλιππον	*gu/lippon	Γύλιππος	*gu/lippos	n-s---ma-
Γύλιππος	*gu/lippos	Γύλιππος	*gu/lippos	n-s---mn-
Γῆς	*gh=s	Γαῖα	*gai=a	n-s---fg-
Γῆς	*gh=s	Γαῖα	*gai=a	n-s---fg-
Γῆς	*gh=s	γῆ	gh=	n-s---fg-
Δαμάγητος	*dama/ghtos	Δαμάγητος	*dama/ghtos	n-s---mn-
Δαμάγων	*dama/gwn	Δαμάγων	*dama/gwn	n-s---mn-
Δαμότιμος	*damo/timos	Δαμότιμος	*damo/timos	n-s---mn-
Δαναούς	*danaou/s	Δαναός	*danao/s	n-p---ma-
