Βακχεῖον	*bakxei=on	Βάκχειος	*ba/kxeios	urn:cite2:hmt:lsj.chicago_md:n19172	a-s---ma-
Βακχεῖον	*bakxei=on	Βάκχειος	*ba/kxeios	urn:cite2:hmt:lsj.chicago_md:n19172	a-s---nn-
Βακχεῖον	*bakxei=on	Βάκχειος	*ba/kxeios	urn:cite2:hmt:lsj.chicago_md:n19172	a-s---nv-
Βακχεῖον	*bakxei=on	Βάκχειος	*ba/kxeios	urn:cite2:hmt:lsj.chicago_md:n19172	a-s---na-
Βακχεῖον	*bakxei=on	Βακχεῖον	*bakxei=on	urn:cite2:hmt:lsj.chicago_md:n19171	n-s---nn-
Βακχεῖον	*bakxei=on	Βακχεῖον	*bakxei=on	urn:cite2:hmt:lsj.chicago_md:n19171	n-s---nv-
Βακχεῖον	*bakxei=on	Βακχεῖον	*bakxei=on	urn:cite2:hmt:lsj.chicago_md:n19171	n-s---na-
Βακχεῖον	*bakxei=on	Βακχεῖον	*bakxei=on	urn:cite2:hmt:lsj.chicago_md:n19171	n-s---nn-
Βακχεῖον	*bakxei=on	Βακχεῖον	*bakxei=on	urn:cite2:hmt:lsj.chicago_md:n19171	n-s---nv-
Βακχεῖον	*bakxei=on	Βακχεῖον	*bakxei=on	urn:cite2:hmt:lsj.chicago_md:n19171	n-s---na-
Βακχᾶν	*bakxa=n	Βακχάω	*bakxa/w	urn:cite2:hmt:lsj.chicago_md:n19167	v-sppamv-
Βακχᾶν	*bakxa=n	Βακχάω	*bakxa/w	urn:cite2:hmt:lsj.chicago_md:n19167	v-sppann-
Βακχᾶν	*bakxa=n	Βακχάω	*bakxa/w	urn:cite2:hmt:lsj.chicago_md:n19167	v-sppanv-
Βακχᾶν	*bakxa=n	Βακχάω	*bakxa/w	urn:cite2:hmt:lsj.chicago_md:n19167	v-sppana-
Βακχᾶν	*bakxa=n	Βακχάω	*bakxa/w	urn:cite2:hmt:lsj.chicago_md:n19167	v-sppamn-
Βακχᾶν	*bakxa=n	Βακχάω	*bakxa/w	urn:cite2:hmt:lsj.chicago_md:n19167	v--pna---
