urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.1.token10	μάλα	ma/la	μάλα	ma/la	urn:cite2:hmt:lsj.chicago_md:n64757	d--------
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.1.token11	πολλά	polla/	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-p---na-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.1.token2	μοι	moi	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---md-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.1.token3	ἔννεπε	e)/nnepe	ἐνέπω	e)ne/pw	urn:cite2:hmt:lsj.chicago_md:n35414	v2spma---
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.1.token7	πολύτροπον	polu/tropon	πολύτροπος	polu/tropos	urn:cite2:hmt:lsj.chicago_md:n85454	n-s---ma-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.1.token9	ὅς	o(/s	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-s---mn-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.2.token1	πλάγχθη	pla/gxqh	πλάζω	pla/zw	urn:cite2:hmt:lsj.chicago_md:n83426	v3saip---
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.2.token3	ἐπεί	e)pei/	ἐπεί	e)pei/	urn:cite2:hmt:lsj.chicago_md:n38466	c--------
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.2.token4	Τροίης	*troi/hs	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-s---fg-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.2.token5	ἱερόν	i(ero/n	ἱερός	i(ero/s	urn:cite2:hmt:lsj.chicago_md:n50093	a-s---na-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.2.token6	πτολίεθρον	ptoli/eqron	πτολίεθρον	ptoli/eqron	urn:cite2:hmt:lsj.chicago_md:n91225	n-s---na-
urn:cts:greekLit:tlg0012.tlg002.murray.tok:1.2.token7	ἔπερσεν	e)/persen	πέρθω	pe/rqw	urn:cite2:hmt:lsj.chicago_md:n81016	v3saia---
urn:cts:greekLit:tlg0012.tlg002.murray:1.1.token1	ἄνδρα	a)/ndra	ἀνήρ	a)nh/r	urn:cite2:hmt:lsj.chicago_md:n8665	n-s---ma-
