form	token_urn	expanded_form	presentation_form
Αἰγαίων’	urn:cts:greekLit:tlg0012.tlg001.allen:1.404.token1		Αἰγαίων’
Αἰάντεσσ’	urn:cts:greekLit:tlg0012.tlg001.allen:17.668.token6		Αἰάντεσσ’
Αἴανθ’	urn:cts:greekLit:tlg0012.tlg001.allen:8.272.token2		Αἴανθ’
Αἴανθ’	urn:cts:greekLit:tlg0012.tlg001.allen:11.544.token4		Αἴανθ’
Αἴανθ’	urn:cts:greekLit:tlg0012.tlg001.allen:11.589.token1		Αἴανθ’
Αἴαντ’	urn:cts:greekLit:tlg0012.tlg001.allen:4.285.token1		Αἴαντ’
Αἴαντ’	urn:cts:greekLit:tlg0012.tlg001.allen:7.311.token1		Αἴαντ’
Αἴαντ’	urn:cts:greekLit:tlg0012.tlg001.allen:12.354.token1		Αἴαντ’
Αἴαντ’	urn:cts:greekLit:tlg0012.tlg001.allen:17.508.token1		Αἴαντ’
Αἴαντ’	urn:cts:greekLit:tlg0012.tlg001.allen:17.669.token1		Αἴαντ’
Αἴαντ’	urn:cts:greekLit:tlg0012.tlg001.allen:17.747.token1		Αἴαντ’
Γλισᾶντ’	urn:cts:greekLit:tlg0012.tlg001.allen:2.504.token7		Γλισᾶντ’
Δηΐφοβ’	urn:cts:greekLit:tlg0012.tlg001.allen:13.446.token1		Δηΐφοβ’
Δηΐφοβ’	urn:cts:greekLit:tlg0012.tlg001.allen:22.233.token1		Δηΐφοβ’
Διομήδε’	urn:cts:greekLit:tlg0012.tlg001.allen:21.396.token6		Διομήδε’
Δρύοπ’	urn:cts:greekLit:tlg0012.tlg001.allen:20.455.token3		Δρύοπ’
Εὐρύπυλ’	urn:cts:greekLit:tlg0012.tlg001.allen:11.819.token7		Εὐρύπυλ’
Εὐρύπυλ’	urn:cts:greekLit:tlg0012.tlg001.allen:11.838.token9		Εὐρύπυλ’
Εὐρύπυλ’	urn:cts:greekLit:tlg0012.tlg001.allen:15.399.token1		Εὐρύπυλ’
Ζῆν’	urn:cts:greekLit:tlg0012.tlg001.allen:5.756.token1		Ζῆν’
Ζῆν’	urn:cts:greekLit:tlg0012.tlg001.allen:8.22.token1		Ζῆν’
Ζῆν’	urn:cts:greekLit:tlg0012.tlg001.allen:17.339.token1		Ζῆν’
Ζῆν’	urn:cts:greekLit:tlg0012.tlg001.allen:23.43.token3		Ζῆν’
Θερσῖτ’	urn:cts:greekLit:tlg0012.tlg001.allen:2.246.token1		Θερσῖτ’
Θυέστ’	urn:cts:greekLit:tlg0012.tlg001.allen:2.107.token4		Θυέστ’
Κιλίκεσσ’	urn:cts:greekLit:tlg0012.tlg001.allen:6.397.token3		Κιλίκεσσ’
Κροκύλει’	urn:cts:greekLit:tlg0012.tlg001.allen:2.633.token2		Κροκύλει’
Μαίον’	urn:cts:greekLit:tlg0012.tlg001.allen:4.398.token1		Μαίον’
Μύνητ’	urn:cts:greekLit:tlg0012.tlg001.allen:2.692.token3		Μύνητ’
Νέστορ’	urn:cts:greekLit:tlg0012.tlg001.allen:4.293.token4		Νέστορ’
Νέστορ’	urn:cts:greekLit:tlg0012.tlg001.allen:10.18.token1		Νέστορ’
Νέστορ’	urn:cts:greekLit:tlg0012.tlg001.allen:11.611.token7		Νέστορ’
Παιήον’	urn:cts:greekLit:tlg0012.tlg001.allen:5.899.token5		Παιήον’
Παλλάδ’	urn:cts:greekLit:tlg0012.tlg001.allen:1.200.token1		Παλλάδ’
Παλλάδ’	urn:cts:greekLit:tlg0012.tlg001.allen:5.510.token7		Παλλάδ’
Πατροκλῆ’	urn:cts:greekLit:tlg0012.tlg001.allen:22.331.token5		Πατροκλῆ’
Πηλῆ’	urn:cts:greekLit:tlg0012.tlg001.allen:16.574.token2		Πηλῆ’
Πλευρῶν’	urn:cts:greekLit:tlg0012.tlg001.allen:2.639.token2		Πλευρῶν’
Ποσειδάων’	urn:cts:greekLit:tlg0012.tlg001.allen:24.26.token2		Ποσειδάων’
