urn:cts:greekLit:tlg0019.tlg009.fu.sp:1.1.text.token.1	Εἴπω	*ei)/pw	εἶπον	ei)=pon	urn:cite2:hmt:lsj.chicago_md:n31161	v1sasa---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:1.1.text.token.2	τι	ti	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s---na-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:1.1.text.token.3	τῶν	tw=n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---ng-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:1.1.text.token.4	εἰωθότων	ei)wqo/twn	ἔθω	e)/qw	urn:cite2:hmt:lsj.chicago_md:n30814	v-prpang-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:1.1.text.token.5	ὦ	w)=	ὦ	w)=	urn:cite2:hmt:lsj.chicago_md:n116027	x--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:1.1.text.token.6	δέσποτα	de/spota	δεσπότης	despo/ths	urn:cite2:hmt:lsj.chicago_md:n24206	n-s---mv-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:10.1.text.token.1	εἰ	ei)	εἰ	ei)	urn:cite2:hmt:lsj.chicago_md:n30817	c--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:10.1.text.token.2	μή	mh/	μή	mh/	urn:cite2:hmt:lsj.chicago_md:n67283	c--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:10.1.text.token.3	καθαιρήσει	kaqairh/sei	καθαιρέω	kaqaire/w	urn:cite2:hmt:lsj.chicago_md:n51661	v3sfia---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:10.1.text.token.4	τις	tis	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s---mn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:10.1.text.token.6	ἀποπαρδήσομαι	a)popardh/somai	πέρδομαι	pe/rdomai	urn:cite2:hmt:lsj.chicago_md:n81011	v1sfim---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:11.1.text.token.1	μή	mh/	μή	mh/	urn:cite2:hmt:lsj.chicago_md:n67283	c--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:11.1.text.token.10	ἐξεμεῖν	e)cemei=n	ἐξεμέω	e)ceme/w	urn:cite2:hmt:lsj.chicago_md:n37120	v--pna---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:11.1.text.token.2	δῆτα	dh=ta	δῆτα	dh=ta	urn:cite2:hmt:lsj.chicago_md:n24506	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:11.1.text.token.4	ἱκετεύω	i(keteu/w	ἱκετεύω	i(keteu/w	urn:cite2:hmt:lsj.chicago_md:n50257	v1spia---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:11.1.text.token.6	πλήν	plh/n	πλήν	plh/n	urn:cite2:hmt:lsj.chicago_md:n83818	r--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:11.1.text.token.7	γ’	g'	γε	ge	urn:cite2:hmt:lsj.chicago_md:n21705	g--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:11.1.text.token.8	ὅταν	o(/tan	ὅταν	o(/tan	urn:cite2:hmt:lsj.chicago_md:n75687	c--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:11.1.text.token.9	μέλλω	me/llw	μέλλω	me/llw	urn:cite2:hmt:lsj.chicago_md:n66173	v1spia---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:12.1.text.token.1	τί	ti/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---na-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:12.1.text.token.2	δῆτα	dh=ta	δῆτα	dh=ta	urn:cite2:hmt:lsj.chicago_md:n24506	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:12.1.text.token.3	ἔδει	e)/dei	δέω1	de/w	urn:cite2:hmt:lsj.chicago_md:n24293	v3siia---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:12.1.text.token.4	με	me	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p1s---ma-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:12.1.text.token.5	ταῦτα	tau=ta	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	p-p---na-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:12.1.text.token.6	τά	ta/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---na-
