urn:cts:greekLit:tlg0019.tlg009.fu.sp:28.1.text.token.10	τόν	to/n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---ma-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:28.1.text.token.12	οὔ	ou)/	οὐ	ou)	urn:cite2:hmt:lsj.chicago_md:n75730	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:28.1.text.token.6	ἐγώ	e)gw/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---mn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:28.1.text.token.9	μά	ma/	μά	ma/	urn:cite2:hmt:lsj.chicago_md:n64387	g--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:29.1.text.token.1	πῶς	pw=s	πῶς	pw=s	urn:cite2:hmt:lsj.chicago_md:n92010	x--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:29.1.text.token.2	γάρ	ga/r	γάρ	ga/r	urn:cite2:hmt:lsj.chicago_md:n21618	g--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:29.1.text.token.3	φέρεις	fe/reis	φέρω	fe/rw	urn:cite2:hmt:lsj.chicago_md:n110598	v2spia---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:29.1.text.token.5	ὅς	o(/s	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-s---mn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:29.1.text.token.6	γ’	g'	γε	ge	urn:cite2:hmt:lsj.chicago_md:n21705	g--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:29.1.text.token.7	αὐτός	au)to/s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---mn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:29.1.text.token.8	ὑφ’	u(f'	ὑπό	u(po/	urn:cite2:hmt:lsj.chicago_md:n108092	r--------
