urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:33.1.text.token1	οἴμοι	oi)/moi	οἴμοι	oi)/moi	urn:cite2:hmt:lsj.chicago_md:n72432	i--------
urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:35.1.text.token1	κατάβα	kata/ba	καταβαίνω	katabai/nw	urn:cite2:hmt:lsj.chicago_md:n53651	v2sama---
