urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:40.1.text.token1	ὁ	o(	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---mn-
urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:40.1.text.token2	παῖς	pai=s	πᾶς	pa=s	urn:cite2:hmt:lsj.chicago_md:n79904	n-s---mn-
urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:40.2.text.token1	οὐκ	ou)k	οὐ	ou)	urn:cite2:hmt:lsj.chicago_md:n75730	d--------
urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:40.2.text.token2	ἐνεθυμήθης	e)nequmh/qhs	ἐνθυμέομαι	e)nqume/omai	urn:cite2:hmt:lsj.chicago_md:n35642	v2saip---
urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:40.3.text.token1	τό	to/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---nn-
urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:40.3.text.token2	τί	ti/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---nn-
urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:41.1.text.token1	ὡς	w(s	ὡς	w(s	urn:cite2:hmt:lsj.chicago_md:n116401	c--------
urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:41.1.text.token2	σφόδρα	sfo/dra	σφόδρα	sfo/dra	urn:cite2:hmt:lsj.chicago_md:n101711	d--------
urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:41.1.text.token3	μ’	m'	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---ma-
urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:41.1.text.token4	ἔδεισε	e)/deise	δείδω	dei/dw	urn:cite2:hmt:lsj.chicago_md:n23646	v3saia---
urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:41.2.text.token1	νή	nh/	νή	nh/	urn:cite2:hmt:lsj.chicago_md:n70618	r--------
urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:41.2.text.token2	Δία	*di/a	Ζεύς	*zeu/s	urn:cite2:hmt:lsj.chicago_md:n46195	n-s---ma-
urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:41.2.text.token3	μὴ	mh\	μὴ	mh\	urn:cite2:hmt:lsj.chicago_md:n67283	d--------
urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:41.2.text.token4	μαίνοιό	mai/noio/	μαίνομαι	mai/nomai	urn:cite2:hmt:lsj.chicago_md:n64562	v2spoe---
urn:cts:greekLit:tlg0019.tlg009.fu-sp.tok:41.2.text.token5	γε	ge	γε	ge	urn:cite2:hmt:lsj.chicago_md:n21705	g--------
