urn:cts:greekLit:tlg0019.tlg009.fu.sp:33.1.text.token.4	τί	ti/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---na-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:33.1.text.token.5	γάρ	ga/r	γάρ	ga/r	urn:cite2:hmt:lsj.chicago_md:n21618	g--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:33.1.text.token.6	ἐγώ	e)gw/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---mn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:33.1.text.token.7	οὐκ	ou)k	οὐ	ou)	urn:cite2:hmt:lsj.chicago_md:n75730	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:34.1.text.token.1	ἦ	h)=	ἦ	h)=	urn:cite2:hmt:lsj.chicago_md:n46571	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:34.1.text.token.3	σε	se	σύ	su/	urn:cite2:hmt:lsj.chicago_md:n97456	p-s----a-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:34.1.text.token.4	κωκύειν	kwku/ein	κωκύω	kwku/w	urn:cite2:hmt:lsj.chicago_md:n61224	v--pna---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:34.1.text.token.6	ἐκέλευον	e)ke/leuon	κελεύω	keleu/w	urn:cite2:hmt:lsj.chicago_md:n56496	v1siia---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:34.1.text.token.7	μακρά	makra/	μακρός	makro/s	urn:cite2:hmt:lsj.chicago_md:n64703	a-p---na-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:35.1.text.token.2	πανοῦργε	panou=rge	πανοῦργος	panou=rgos	urn:cite2:hmt:lsj.chicago_md:n77528	n-s---mv-
